player_name,Price in $,Role,team,auction_year,Price in rs,nationality,base_price,winning_bid,capped_status
Priyam  Garg,,Batsman ,Sunrisers Hyderabad,2022,"20,00,000 ",Indian ,,,
Rahul Tripathi,,Batsman ,Sunrisers Hyderabad,2022,"8,50,00,000 ",Indian ,,,
Abhishek Sharma,,All-Rounder ,Sunrisers Hyderabad,2022,"6,50,00,000 ",Indian ,,,
Vishnu Vinod,,Wicket Keeper ,Sunrisers Hyderabad,2022,"50,00,000 ",Indian ,,,
Kartik Tyagi,,Bowler ,Sunrisers Hyderabad,2022,"4,00,00,000 ",Indian ,,,
Shreyas Gopal,,Bowler ,Sunrisers Hyderabad,2022,"75,00,000 ",Indian ,,,
Jagadeesha Suchith,,Bowler ,Sunrisers Hyderabad,2022,"20,00,000 ",Indian ,,,
Aiden Markram,,Batsman ,Sunrisers Hyderabad,2022,"2,60,00,000 ",Overseas ,,,
Marco Jansen,,All-Rounder ,Sunrisers Hyderabad,2022,"4,20,00,000 ",Overseas ,,,
Romario Shepherd,,All-Rounder ,Sunrisers Hyderabad,2022,"7,75,00,000 ",Overseas ,,,
Glenn Phillips,,Wicket Keeper ,Sunrisers Hyderabad,2022,"1,50,00,000 ",Overseas ,,,
Fazalhaq Farooqi,,Bowler ,Sunrisers Hyderabad,2022,"50,00,000 ",Overseas ,,,
Sean Abbott,,Bowler ,Sunrisers Hyderabad,2022,"2,40,00,000 ",Overseas ,,,
R Samarth,,Batsman ,Sunrisers Hyderabad,2022,"20,00,000 ",Indian ,,,
Shashank Singh,,All-Rounder ,Sunrisers Hyderabad,2022,"20,00,000 ",Indian ,,,
Saurabh Dubey,,Bowler ,Sunrisers Hyderabad,2022,"20,00,000 ",Indian ,,,
Ajinkya Rahane,,Batter ,Chennai Super Kings,2023,"50,00,000 ",Indian ,,,
Bhagath Varma,,All-Rounder ,Chennai Super Kings,2023,"20,00,000 ",Indian ,,,
Kyle Jamieson,,Bowler ,Chennai Super Kings,2023,"1,00,00,000 ",Overseas ,,,
Ajay Mandal,,All-Rounder ,Chennai Super Kings,2023,"20,00,000 ",Indian ,,,
Nishant Sindhu,,All-Rounder ,Chennai Super Kings,2023,"60,00,000 ",Indian ,,,
Shaik Rasheed,,Batter ,Chennai Super Kings,2023,"20,00,000 ",Indian ,,,
Ben Stokes,,All-Rounder ,Chennai Super Kings,2023,"16,25,00,000 ",Overseas ,,,
Phil Salt,,Wicket-Keeper ,Delhi Capitals,2023,"2,00,00,000 ",Overseas ,,,
Ishant Sharma,,Bowler ,Delhi Capitals,2023,"50,00,000 ",Indian ,,,
Rilee Rossouw,,Batter ,Delhi Capitals,2023,"4,60,00,000 ",Overseas ,,,
Manish Pandey,,Batter ,Delhi Capitals,2023,"2,40,00,000 ",Indian ,,,
Mukesh Kumar,,Bowler ,Delhi Capitals,2023,"5,50,00,000 ",Indian ,,,
Shivam Mavi,,Bowler ,Gujarat Titans,2023,"6,00,00,000 ",Indian ,,,
K.S. Bharat,,Wicket-Keeper ,Gujarat Titans,2023,"1,20,00,000 ",Indian ,,,
Urvil Patel,,Wicket-Keeper ,Gujarat Titans,2023,"20,00,000 ",Indian ,,,
Mohit Sharma,,Bowler ,Gujarat Titans,2023,"50,00,000 ",Indian ,,,
Joshua Little,,Bowler ,Gujarat Titans,2023,"4,40,00,000 ",Overseas ,,,
Kane Williamson,,Batter ,Gujarat Titans,2023,"2,00,00,000 ",Overseas ,,,
Odean Smith,,All-Rounder ,Gujarat Titans,2023,"50,00,000 ",Overseas ,,,
Kulwant Khejroliya,,Bowler ,Kolkata Knight Riders,2023,"20,00,000 ",Indian ,,,
Shakib Al Hasan,,All-Rounder ,Kolkata Knight Riders,2023,"1,50,00,000 ",Overseas ,,,
Vaibhav Arora,,Bowler ,Kolkata Knight Riders,2023,"60,00,000 ",Indian ,,,
N. Jagadeesan,,Wicket-Keeper ,Kolkata Knight Riders,2023,"90,00,000 ",Indian ,,,
David Wiese,,All-Rounder ,Kolkata Knight Riders,2023,"1,00,00,000 ",Overseas ,,,
Mandeep Singh,,Batter ,Kolkata Knight Riders,2023,"50,00,000 ",Indian ,,,
Litton Das,,Wicket-Keeper ,Kolkata Knight Riders,2023,"50,00,000 ",Overseas ,,,
Suyash Sharma,,Bowler ,Kolkata Knight Riders,2023,"20,00,000 ",Indian ,,,
Amit Mishra,,Bowler ,Lucknow Super Giants,2023,"50,00,000 ",Indian ,,,
Nicholas Pooran,,Wicket-Keeper ,Lucknow Super Giants,2023,"16,00,00,000 ",Overseas ,,,
Romario Shepherd,,All-Rounder ,Lucknow Super Giants,2023,"50,00,000 ",Overseas ,,,
Daniel Sams,,All-Rounder ,Lucknow Super Giants,2023,"75,00,000 ",Overseas ,,,
Swapnil Singh,,All-Rounder ,Lucknow Super Giants,2023,"20,00,000 ",Indian ,,,
Yudhvir Charak,,All-Rounder ,Lucknow Super Giants,2023,"20,00,000 ",Indian ,,,
Prerak Mankad,,All-Rounder ,Lucknow Super Giants,2023,"20,00,000 ",Indian ,,,
Yash Thakur,,Bowler ,Lucknow Super Giants,2023,"45,00,000 ",Indian ,,,
Naveen Ul Haq,,Bowler ,Lucknow Super Giants,2023,"50,00,000 ",Overseas ,,,
Jaydev Unadkat,,Bowler ,Lucknow Super Giants,2023,"50,00,000 ",Indian ,,,
Jhye Richardson,,Bowler ,Mumbai Indians,2023,"1,50,00,000 ",Overseas ,,,
Nehal Wadhera,,All-Rounder ,Mumbai Indians,2023,"20,00,000 ",Indian ,,,
Raghav Goyal,,Bowler ,Mumbai Indians,2023,"20,00,000 ",Indian ,,,
Cameron Green,,All-Rounder ,Mumbai Indians,2023,"17,50,00,000 ",Overseas ,,,
Vishnu Vinod,,Wicket-Keeper ,Mumbai Indians,2023,"20,00,000 ",Indian ,,,
Duan Jansen,,All-Rounder ,Mumbai Indians,2023,"20,00,000 ",Overseas ,,,
Piyush Chawla,,Bowler ,Mumbai Indians,2023,"50,00,000 ",Indian ,,,
Shams Mulani,,All-Rounder ,Mumbai Indians,2023,"20,00,000 ",Indian ,,,
Harpreet Bhatia,,Batter ,Punjab Kings,2023,"40,00,000 ",Indian ,,,
Shivam Singh,,All-Rounder ,Punjab Kings,2023,"20,00,000 ",Indian ,,,
Vidwath Kaverappa,,Bowler ,Punjab Kings,2023,"20,00,000 ",Indian ,,,
Mohit Rathee,,All-Rounder ,Punjab Kings,2023,"20,00,000 ",Indian ,,,
Sam Curran,,All-Rounder ,Punjab Kings,2023,"18,50,00,000 ",Overseas ,,,
Sikandar Raza,,All-Rounder ,Punjab Kings,2023,"50,00,000 ",Overseas ,,,
Jason Holder,,All-Rounder ,Rajasthan Royals,2023,"5,75,00,000 ",Overseas ,,,
Adam Zampa,,Bowler ,Rajasthan Royals,2023,"1,50,00,000 ",Overseas ,,,
Abdul P A,,All-Rounder ,Rajasthan Royals,2023,"20,00,000 ",Indian ,,,
Akash Vashisht,,All-Rounder ,Rajasthan Royals,2023,"20,00,000 ",Indian ,,,
Donovan Ferreira,,Wicket-Keeper ,Rajasthan Royals,2023,"50,00,000 ",Overseas ,,,
Kunal Rathore,,Wicket-Keeper ,Rajasthan Royals,2023,"20,00,000 ",Indian ,,,
Joe Root,,Batter ,Rajasthan Royals,2023,"1,00,00,000 ",Overseas ,,,
Murugan Ashwin,,Bowler ,Rajasthan Royals,2023,"20,00,000 ",Indian ,,,
K.M. Asif,,Bowler ,Rajasthan Royals,2023,"30,00,000 ",Indian ,,,
Sonu Yadav,,All-Rounder ,Royal Challengers Bangalore,2023,"20,00,000 ",Indian ,,,
Himanshu Sharma,,Bowler ,Royal Challengers Bangalore,2023,"20,00,000 ",Indian ,,,
Avinash Singh,,Bowler ,Royal Challengers Bangalore,2023,"60,00,000 ",Indian ,,,
Manoj Bhandage,,All-Rounder ,Royal Challengers Bangalore,2023,"20,00,000 ",Indian ,,,
Will Jacks,,Batter ,Royal Challengers Bangalore,2023,"3,20,00,000 ",Overseas ,,,
Reece Topley,,Bowler ,Royal Challengers Bangalore,2023,"1,90,00,000 ",Overseas ,,,
Rajan Kumar,,Bowler ,Royal Challengers Bangalore,2023,"70,00,000 ",Indian ,,,
Sanvir Singh,,All-Rounder ,Sunrisers Hyderabad,2023,"20,00,000 ",Indian ,,,
Harry Brook,,Batter ,Sunrisers Hyderabad,2023,"13,25,00,000 ",Overseas ,,,
Heinrich Klaasen,,Wicket-Keeper ,Sunrisers Hyderabad,2023,"5,25,00,000 ",Overseas ,,,
Akeal Hosein,,Bowler ,Sunrisers Hyderabad,2023,"1,00,00,000 ",Overseas ,,,
Mayank Markande,,Bowler ,Sunrisers Hyderabad,2023,"50,00,000 ",Indian ,,,
Adil Rashid,,Bowler ,Sunrisers Hyderabad,2023,"2,00,00,000 ",Overseas ,,,
Anmolpreet Singh,,Batter ,Sunrisers Hyderabad,2023,"20,00,000 ",Indian ,,,
Vivrant Sharma,,All-Rounder ,Sunrisers Hyderabad,2023,"2,60,00,000 ",Indian ,,,
Samarth Vyas,,All-Rounder ,Sunrisers Hyderabad,2023,"20,00,000 ",Indian ,,,
Upendra Singh Yadav,,Wicket-Keeper ,Sunrisers Hyderabad,2023,"25,00,000 ",Indian ,,,
Nitish Kumar Reddy,,Wicket-Keeper ,Sunrisers Hyderabad,2023,"20,00,000 ",Indian ,,,
Mayank Agarwal,,Batter ,Sunrisers Hyderabad,2023,"8,25,00,000 ",Indian ,,,
Mayank Dagar,,All-Rounder ,Sunrisers Hyderabad,2023,"1,80,00,000 ",Indian ,,,
Avanish Rao Aravelly,,Wicket-Keeper ,Chennai Super Kings,2024,"20,00,000 ",Indian ,,,
Mustafizur Rahman,,Bowler ,Chennai Super Kings,2024,"2,00,00,000 ",Overseas ,,,
Daryl Mitchell,,All-Rounder ,Chennai Super Kings,2024,"14,00,00,000 ",Overseas ,,,
Sameer Rizvi,,Batter ,Chennai Super Kings,2024,"8,40,00,000 ",Indian ,,,
Rachin Ravindra,,All-Rounder ,Chennai Super Kings,2024,"1,80,00,000 ",Overseas ,,,
Shardul Thakur,,All-Rounder ,Chennai Super Kings,2024,"4,00,00,000 ",Indian ,,,
Ricky Bhui,,Wicket-Keeper ,Delhi Capitals,2024,"20,00,000 ",Indian ,,,
Sumit Kumar,,All-Rounder ,Delhi Capitals,2024,"1,00,00,000 ",Indian ,,,
Swastik Chhikara,,Batter ,Delhi Capitals,2024,"20,00,000 ",Indian ,,,
Jhye Richardson,,Bowler ,Delhi Capitals,2024,"5,00,00,000 ",Overseas ,,,
Shai Hope,,Wicket-Keeper ,Delhi Capitals,2024,"75,00,000 ",Overseas ,,,
Rasikh Dar,,Bowler ,Delhi Capitals,2024,"20,00,000 ",Indian ,,,
Kumar Kushagra,,Wicket-Keeper ,Delhi Capitals,2024,"7,20,00,000 ",Indian ,,,
Tristan Stubbs,,Wicket-Keeper ,Delhi Capitals,2024,"50,00,000 ",Overseas ,,,
Harry Brook,,Batter ,Delhi Capitals,2024,"4,00,00,000 ",Overseas ,,,
Kartik Tyagi,,Bowler ,Gujarat Titans,2024,"60,00,000 ",Indian ,,,
Spencer Johnson,,Bowler ,Gujarat Titans,2024,"10,00,00,000 ",Overseas ,,,
Manav Suthar,,Bowler ,Gujarat Titans,2024,"20,00,000 ",Indian ,,,
Robin Minz,,Wicket-Keeper ,Gujarat Titans,2024,"3,60,00,000 ",Indian ,,,
Sushant Mishra,,Bowler ,Gujarat Titans,2024,"2,20,00,000 ",Indian ,,,
Azmatullah Omarzai,,All-Rounder ,Gujarat Titans,2024,"50,00,000 ",Overseas ,,,
Shahrukh Khan,,All-Rounder ,Gujarat Titans,2024,"7,40,00,000 ",Indian ,,,
Umesh Yadav,,Bowler ,Gujarat Titans,2024,"5,80,00,000 ",Indian ,,,
Mujeeb Rahman,,Bowler ,Kolkata Knight Riders,2024,"2,00,00,000 ",Overseas ,,,
Manish Pandey,,Batter ,Kolkata Knight Riders,2024,"50,00,000 ",Indian ,,,
Gus Atkinson,,Bowler ,Kolkata Knight Riders,2024,"1,00,00,000 ",Overseas ,,,
Angkrish Raghuvanshi,,Batter ,Kolkata Knight Riders,2024,"20,00,000 ",Indian ,,,
Mitchell  Starc,,Bowler ,Kolkata Knight Riders,2024,"24,75,00,000 ",Overseas ,,,
Sherfane Rutherford,,Batter ,Kolkata Knight Riders,2024,"1,50,00,000 ",Overseas ,,,
Ramandeep  Singh,,All-Rounder ,Kolkata Knight Riders,2024,"20,00,000 ",Indian ,,,
K.S. Bharat,,Wicket-Keeper ,Kolkata Knight Riders,2024,"50,00,000 ",Indian ,,,
Chetan Sakariya,,Bowler ,Kolkata Knight Riders,2024,"50,00,000 ",Indian ,,,
Sakib Hussain,,Bowler ,Kolkata Knight Riders,2024,"20,00,000 ",Indian ,,,
Ashton Turner,,Batter ,Lucknow Super Giants,2024,"1,00,00,000 ",Overseas ,,,
David Willey,,All-Rounder ,Lucknow Super Giants,2024,"2,00,00,000 ",Overseas ,,,
M. Siddharth,,Bowler ,Lucknow Super Giants,2024,"2,40,00,000 ",Indian ,,,
Shivam  Mavi,,Bowler ,Lucknow Super Giants,2024,"6,40,00,000 ",Indian ,,,
Arshin Kulkarni,,All-Rounder ,Lucknow Super Giants,2024,"20,00,000 ",Indian ,,,
Mohd. Arshad Khan,,All-Rounder ,Lucknow Super Giants,2024,"20,00,000 ",Indian ,,,
Dilshan Madushanka,,Bowler ,Mumbai Indians,2024,"4,60,00,000 ",Overseas ,,,
Shreyas Gopal,,Bowler ,Mumbai Indians,2024,"20,00,000 ",Indian ,,,
Shivalik Sharma,,All-Rounder ,Mumbai Indians,2024,"20,00,000 ",Indian ,,,
Anshul Kamboj,,All-Rounder ,Mumbai Indians,2024,"20,00,000 ",Indian ,,,
Mohammad Nabi,,All-Rounder ,Mumbai Indians,2024,"1,50,00,000 ",Overseas ,,,
Naman Dhir,,All-Rounder ,Mumbai Indians,2024,"20,00,000 ",Indian ,,,
Nuwan Thushara,,Bowler ,Mumbai Indians,2024,"4,80,00,000 ",Overseas ,,,
Gerald Coetzee,,All-Rounder ,Mumbai Indians,2024,"5,00,00,000 ",Overseas ,,,
Chris Woakes,,All-Rounder ,Punjab Kings,2024,"4,20,00,000 ",Overseas ,,,
Tanay Thyagarajann,,All-Rounder ,Punjab Kings,2024,"20,00,000 ",Indian ,,,
Vishwanath Pratap Singh,,All-Rounder ,Punjab Kings,2024,"20,00,000 ",Indian ,,,
Ashutosh Sharma,,All-Rounder ,Punjab Kings,2024,"20,00,000 ",Indian ,,,
Shashank  Singh,,Batter ,Punjab Kings,2024,"20,00,000 ",Indian ,,,
Rilee Rossouw,,Batter ,Punjab Kings,2024,"8,00,00,000 ",Overseas ,,,
Prince Choudhary,,Bowler ,Punjab Kings,2024,"20,00,000 ",Indian ,,,
Harshal Patel,,All-Rounder ,Punjab Kings,2024,"11,75,00,000 ",Indian ,,,
Shubham Dubey,,Batter ,Rajasthan Royals,2024,"5,80,00,000 ",Indian ,,,
Rovman Powell,,Batter ,Rajasthan Royals,2024,"7,40,00,000 ",Overseas ,,,
Abid Mushtaq,,All-Rounder ,Rajasthan Royals,2024,"20,00,000 ",Indian ,,,
Nandre Burger,,Bowler ,Rajasthan Royals,2024,"50,00,000 ",Overseas ,,,
Tom Kohler-Cadmore,,Wicket-Keeper ,Rajasthan Royals,2024,"40,00,000 ",Overseas ,,,
Lockie Ferguson,,Bowler ,Royal Challengers Bengaluru,2024,"2,00,00,000 ",Overseas ,,,
Tom Curran,,All-Rounder ,Royal Challengers Bengaluru,2024,"1,50,00,000 ",Overseas ,,,
Saurav Chuahan,,Batter ,Royal Challengers Bengaluru,2024,"20,00,000 ",Indian ,,,
Alzarri Joseph,,Bowler ,Royal Challengers Bengaluru,2024,"11,50,00,000 ",Overseas ,,,
Swapnil Singh,,All-Rounder ,Royal Challengers Bengaluru,2024,"20,00,000 ",Indian ,,,
Yash  Dayal,,Bowler ,Royal Challengers Bengaluru,2024,"5,00,00,000 ",Indian ,,,
Jhathavedh Subramanyan,,Bowler ,Sunrisers Hyderabad,2024,"20,00,000 ",Indian ,,,
Akash Singh,,Bowler ,Sunrisers Hyderabad,2024,"20,00,000 ",Indian ,,,
Jaydev Unadkat,,Bowler ,Sunrisers Hyderabad,2024,"1,60,00,000 ",Indian ,,,
Wanindu Hasaranga,,All-Rounder ,Sunrisers Hyderabad,2024,"1,50,00,000 ",Overseas ,,,
Pat Cummins,,All-Rounder ,Sunrisers Hyderabad,2024,"20,50,00,000 ",Overseas ,,,
Travis Head,,Batter ,Sunrisers Hyderabad,2024,"6,80,00,000 ",Overseas ,,,
Noor Ahmad,,,Chennai Super Kings,2025,,Overseas,"2,00,00,000 ","10,00,00,000 ",Capped
Ravichandaran Ashwin,,,Chennai Super Kings,2025,,Indian,"2,00,00,000 ","9,75,00,000 ",Capped
Devon Conway,,,Chennai Super Kings,2025,,Overseas,"2,00,00,000 ","6,25,00,000 ",Capped
Syed Khaleel Ahmed,,,Chennai Super Kings,2025,,Indian,"2,00,00,000 ","4,80,00,000 ",Capped
Rachin Ravindra,,,Chennai Super Kings,2025,,Overseas,"1,50,00,000 ","4,00,00,000 ",Capped
Anshul Kamboj,,,Chennai Super Kings,2025,,Indian,"30,00,000 ","3,40,00,000 ",Uncapped
Rahul Tripathi,,,Chennai Super Kings,2025,,Indian,"75,00,000 ","3,40,00,000 ",Capped
Sam Curran,,,Chennai Super Kings,2025,,Overseas,"2,00,00,000 ","2,40,00,000 ",Capped
Gurjapneet Singh,,,Chennai Super Kings,2025,,Indian,"30,00,000 ","2,20,00,000 ",Uncapped
Nathan Ellis,,,Chennai Super Kings,2025,,Overseas,"1,25,00,000 ","2,00,00,000 ",Capped
Deepak Hooda,,,Chennai Super Kings,2025,,Indian,"75,00,000 ","1,70,00,000 ",Capped
Jamie Overton,,,Chennai Super Kings,2025,,Overseas,"1,50,00,000 ","1,50,00,000 ",Capped
Vijay Shankar,,,Chennai Super Kings,2025,,Indian,"30,00,000 ","1,20,00,000 ",Uncapped
Vansh Bedi,,,Chennai Super Kings,2025,,Indian,"30,00,000 ","55,00,000 ",Uncapped
Andre Siddarth,,,Chennai Super Kings,2025,,Indian,"30,00,000 ","30,00,000 ",Uncapped
Shreyas Gopal,,,Chennai Super Kings,2025,,Indian,"30,00,000 ","30,00,000 ",Uncapped
Ramakrishna Ghosh,,,Chennai Super Kings,2025,,Indian,"30,00,000 ","30,00,000 ",Uncapped
Kamlesh Nagarkoti,,,Chennai Super Kings,2025,,Indian,"30,00,000 ","30,00,000 ",Uncapped
Mukesh Choudhary,,,Chennai Super Kings,2025,,Indian,"30,00,000 ","30,00,000 ",Uncapped
Shaik Rasheed,,,Chennai Super Kings,2025,,Indian,"30,00,000 ","30,00,000 ",Uncapped
KL Rahul,,,Delhi Capitals,2025,,Indian,"2,00,00,000 ","14,00,00,000 ",Capped
Mitchell Starc,,,Delhi Capitals,2025,,Overseas,"2,00,00,000 ","11,75,00,000 ",Capped
T. Natarajan,,,Delhi Capitals,2025,,Indian,"2,00,00,000 ","10,75,00,000 ",Capped
Jake Fraser-Mcgurk,,,Delhi Capitals,2025,,Overseas,"2,00,00,000 ","9,00,00,000 ",Capped
Mukesh Kumar,,,Delhi Capitals,2025,,Overseas,"2,00,00,000 ","8,00,00,000 ",Capped
Harry Brook,,,Delhi Capitals,2025,,Overseas,"2,00,00,000 ","6,25,00,000 ",Capped
Ashutosh Sharma,,,Delhi Capitals,2025,,Indian,"30,00,000 ","3,80,00,000 ",Uncapped
Mohit Sharma,,,Delhi Capitals,2025,,Indian,"50,00,000 ","2,20,00,000 ",Uncapped
Faf Du Plessis,,,Delhi Capitals,2025,,Overseas,"2,00,00,000 ","2,00,00,000 ",Capped
Sameer Rizvi,,,Delhi Capitals,2025,,Indian,"30,00,000 ","95,00,000 ",Uncapped
Donovan Ferreira,,,Delhi Capitals,2025,,Overseas,"75,00,000 ","75,00,000 ",Capped
Dushmantha Chameera,,,Delhi Capitals,2025,,Overseas,"75,00,000 ","75,00,000 ",Capped
Vipraj Nigam,,,Delhi Capitals,2025,,Indian,"30,00,000 ","50,00,000 ",Uncapped
Karun Nair,,,Delhi Capitals,2025,,Indian,"30,00,000 ","50,00,000 ",Uncapped
Madhav Tiwari,,,Delhi Capitals,2025,,Indian,"30,00,000 ","40,00,000 ",Uncapped
Tripurana Vijay,,,Delhi Capitals,2025,,Indian,"30,00,000 ","30,00,000 ",Uncapped
Manvanth Kumar L,,,Delhi Capitals,2025,,Indian,"30,00,000 ","30,00,000 ",Uncapped
Ajay Mandal,,,Delhi Capitals,2025,,Indian,"30,00,000 ","30,00,000 ",Uncapped
Darshan Nalkande,,,Delhi Capitals,2025,,Indian,"30,00,000 ","30,00,000 ",Uncapped
Jos  Buttler,,,Gujarat Titans,2025,,Overseas,"2,00,00,000 ","15,75,00,000 ",Capped
Mohammad Siraj,,,Gujarat Titans,2025,,Indian,"2,00,00,000 ","12,25,00,000 ",Capped
Kagiso Rabada,,,Gujarat Titans,2025,,Overseas,"2,00,00,000 ","10,75,00,000 ",Capped
Prasidh Krishna,,,Gujarat Titans,2025,,Indian,"2,00,00,000 ","9,50,00,000 ",Capped
Washington Sundar,,,Gujarat Titans,2025,,Indian,"2,00,00,000 ","3,20,00,000 ",Capped
Sherfane Rutherford,,,Gujarat Titans,2025,,Overseas,"1,50,00,000 ","2,60,00,000 ",Capped
Gerald Coetzee,,,Gujarat Titans,2025,,Overseas,"1,25,00,000 ","2,40,00,000 ",Capped
Glenn Phillips,,,Gujarat Titans,2025,,Overseas,"2,00,00,000 ","2,00,00,000 ",Capped
R. Sai Kishore,,,Gujarat Titans,2025,,Overseas,"75,00,000 ","2,00,00,000 ",Capped
Mahipal Lomror,,,Gujarat Titans,2025,,Indian,"50,00,000 ","1,70,00,000 ",Uncapped
Gurnoor Singh Brar,,,Gujarat Titans,2025,,Indian,"30,00,000 ","1,30,00,000 ",Uncapped
Mohd. Arshad Khan,,,Gujarat Titans,2025,,Indian,"30,00,000 ","1,30,00,000 ",Uncapped
Karim Janat,,,Gujarat Titans,2025,,Overseas,"75,00,000 ","75,00,000 ",Capped
Jayant Yadav,,,Gujarat Titans,2025,,Indian,"75,00,000 ","75,00,000 ",Capped
Ishant Sharma,,,Gujarat Titans,2025,,Indian,"75,00,000 ","75,00,000 ",Capped
Kumar Kushagra,,,Gujarat Titans,2025,,Indian,"30,00,000 ","65,00,000 ",Uncapped
Kulwant Khejroliya,,,Gujarat Titans,2025,,Indian,"30,00,000 ","30,00,000 ",Uncapped
Manav Suthar,,,Gujarat Titans,2025,,Indian,"30,00,000 ","30,00,000 ",Uncapped
Anuj Rawat,,,Gujarat Titans,2025,,Indian,"30,00,000 ","30,00,000 ",Uncapped
Nishant Sindhu,,,Gujarat Titans,2025,,Indian,"30,00,000 ","30,00,000 ",Uncapped
Venkatesh Iyer,,,Kolkata Knight Riders,2025,,Indian,"2,00,00,000 ","23,75,00,000 ",Capped
Anrich Nortje,,,Kolkata Knight Riders,2025,,Overseas,"2,00,00,000 ","6,50,00,000 ",Capped
Quinton De Kock,,,Kolkata Knight Riders,2025,,Overseas,"2,00,00,000 ","3,60,00,000 ",Capped
Angkrish Raghuvanshi,,,Kolkata Knight Riders,2025,,Indian,"30,00,000 ","3,00,00,000 ",Uncapped
Spencer Johnson,,,Kolkata Knight Riders,2025,,Overseas,"2,00,00,000 ","2,80,00,000 ",Capped
Moeen Ali,,,Kolkata Knight Riders,2025,,Overseas,"2,00,00,000 ","2,00,00,000 ",Capped
Rahmanullah Gurbaz,,,Kolkata Knight Riders,2025,,Overseas,"2,00,00,000 ","2,00,00,000 ",Capped
Vaibhav Arora,,,Kolkata Knight Riders,2025,,Indian,"30,00,000 ","1,80,00,000 ",Uncapped
Ajinkya Rahane,,,Kolkata Knight Riders,2025,,Indian,"1,50,00,000 ","1,50,00,000 ",Capped
Rovman Powell,,,Kolkata Knight Riders,2025,,Overseas,"1,50,00,000 ","1,50,00,000 ",Capped
Umran  Malik,,,Kolkata Knight Riders,2025,,Indian,"75,00,000 ","75,00,000 ",Capped
Manish Pandey,,,Kolkata Knight Riders,2025,,Indian,"75,00,000 ","75,00,000 ",Capped
Anukul Roy,,,Kolkata Knight Riders,2025,,Indian,"30,00,000 ","40,00,000 ",Uncapped
Luvnith Sisodia,,,Kolkata Knight Riders,2025,,Indian,"30,00,000 ","30,00,000 ",Uncapped
Mayank Markande,,,Kolkata Knight Riders,2025,,Indian,"30,00,000 ","30,00,000 ",Uncapped
Rishabh Pant,,,Lucknow Super Giants,2025,,Indian,"2,00,00,000 ","27,00,00,000 ",Capped
Avesh Khan,,,Lucknow Super Giants,2025,,Indian,"2,00,00,000 ","9,75,00,000 ",Capped
Akash Deep,,,Lucknow Super Giants,2025,,Indian,"1,00,00,000 ","8,00,00,000 ",Capped
David Miller,,,Lucknow Super Giants,2025,,Overseas,"1,50,00,000 ","7,50,00,000 ",Capped
Abdul Samad,,,Lucknow Super Giants,2025,,Indian,"30,00,000 ","4,20,00,000 ",Uncapped
Mitchell Marsh,,,Lucknow Super Giants,2025,,Overseas,"2,00,00,000 ","3,40,00,000 ",Capped
Shahbaz Ahamad,,,Lucknow Super Giants,2025,,Indian,"1,00,00,000 ","2,40,00,000 ",Capped
Aiden Markram,,,Lucknow Super Giants,2025,,Overseas,"2,00,00,000 ","2,00,00,000 ",Capped
Matthew Breetzke,,,Lucknow Super Giants,2025,,Overseas,"75,00,000 ","75,00,000 ",Capped
Shamar Joseph,,,Lucknow Super Giants,2025,,Overseas,"75,00,000 ","75,00,000 ",Capped
M. Siddharth,,,Lucknow Super Giants,2025,,Indian,"30,00,000 ","75,00,000 ",Uncapped
Arshin Kulkarni,,,Lucknow Super Giants,2025,,Indian,"30,00,000 ","30,00,000 ",Uncapped
Rajvardhan Hangargekar,,,Lucknow Super Giants,2025,,Indian,"30,00,000 ","30,00,000 ",Uncapped
Yuvraj Chaudhary,,,Lucknow Super Giants,2025,,Indian,"30,00,000 ","30,00,000 ",Uncapped
Prince Yadav,,,Lucknow Super Giants,2025,,Indian,"30,00,000 ","30,00,000 ",Uncapped
Akash Singh,,,Lucknow Super Giants,2025,,Indian,"30,00,000 ","30,00,000 ",Uncapped
Digvesh Singh,,,Lucknow Super Giants,2025,,Indian,"30,00,000 ","30,00,000 ",Uncapped
Himmat Singh,,,Lucknow Super Giants,2025,,Indian,"30,00,000 ","30,00,000 ",Uncapped
Aryan Juyal,,,Lucknow Super Giants,2025,,Indian,"30,00,000 ","30,00,000 ",Uncapped
Trent Boult,,,Mumbai Indians,2025,,Overseas,"2,00,00,000 ","12,50,00,000 ",Capped
Deepak Chahar,,,Mumbai Indians,2025,,Indian,"2,00,00,000 ","9,25,00,000 ",Capped
Will Jacks,,,Mumbai Indians,2025,,Overseas,"2,00,00,000 ","5,25,00,000 ",Capped
Naman Dhir,,,Mumbai Indians,2025,,Overseas,"30,00,000 ","5,25,00,000 ",Uncapped
Allah  Ghazanfar,,,Mumbai Indians,2025,,Overseas,"75,00,000 ","4,80,00,000 ",Capped
Mitchell Santner,,,Mumbai Indians,2025,,Overseas,"2,00,00,000 ","2,00,00,000 ",Capped
Ryan Rickelton,,,Mumbai Indians,2025,,Overseas,"1,00,00,000 ","1,00,00,000 ",Capped
Lizaad Williams,,,Mumbai Indians,2025,,Overseas,"75,00,000 ","75,00,000 ",Capped
Reece Topley,,,Mumbai Indians,2025,,Overseas,"75,00,000 ","75,00,000 ",Capped
Robin Minz,,,Mumbai Indians,2025,,Indian,"30,00,000 ","65,00,000 ",Uncapped
Karn Sharma,,,Mumbai Indians,2025,,Indian,"50,00,000 ","50,00,000 ",Uncapped
